type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Insurance company;+43 50 3504 1000;Zulassungsstelle Wiener Städtische Versicherung AG;0x477278a7acb425f1:0xc3d448d9fa8095f9;4.4;Dr.-Karl-Renner-Promenade 14, 3100 St. Pölten, Austria;ChIJ8SW0rKd4ckcR-ZWA-tlI1MM;56;https://www.wienerstaedtische.at/geschaeftsstellen.html;4;https://lh5.googleusercontent.com/p/AF1QipMSRrCIsgqZfY7Dy_JImBXl96YbZI787_7nmRmj=w80-h142-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Sankt Pölten;48.202017999999995;15.6271274;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
;;Putzmannsdorf;0x476dda13e9e099f1:0xaa6e1ce863a08d86;;2630, Austria;ChIJ8Zng6RPabUcRho2gY-gcbqo;;undefined;19;;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.6909999;15.9999107;;;;;;;
Sporting goods store;+43 57 3730 103302;SportsDirect.com;0x477284630ea741f7:0x9b7206ffa10c39ef;4.2;Hafenstraße 2, 3500 Krems an der Donau, Austria;ChIJ90GnDmOEckcR7zkMof8Gcps;188;http://at.sportsdirect.com/;50;https://lh5.googleusercontent.com/p/AF1QipOP1iarNQjFSyBTGGWee75bXLqgMSMVqBsoTZfQ=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.415966;15.6201821;In-store pick-up;In-store shopping;Same-day delivery;;;;
Insurance company;+43 50 3505 3800;Wiener Städtische Versicherung AG Vienna Insurance Group;0x477214908a154cf7:0x3e6bd8a2f7e1f03c;5;Grestnerstraße 12, 3250 Wieselburg, Austria;ChIJ90wVipAUckcRPPDh96LYaz4;6;https://www.wienerstaedtische.at/geschaeftsstellen.html;6;https://lh5.googleusercontent.com/p/AF1QipMUhSEqKsemIl3urzxdSk-EEsM4Z47f0Pk7w5Zl=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Amstetten;48.1300891;15.1365491;Wheelchair-accessible car park;;;;;;
Hotel;+43 2622 27042;Hotel Winrooms;0x476dcbb7ddb9caf7:0x170a0ddc35c264c3;4.1;Wiener-Straße-Werkstraße 115 / 1.1/B2, 2700 Wiener Neustadt, Austria;ChIJ98q53bfLbUcRw2TCNdwNChc;398;https://www.winrooms.at/;12;https://lh5.googleusercontent.com/p/AF1QipNS03ibfMT7MFyoYhmviyeHd6gtJ1WZi51sMAA9=w163-h92-k-no;Relaxed hotel with a restaurant/bar. Modest quarters, some with kitchenettes, in a casual hotel offering dining, a bar & free breakfast.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.837201799999995;16.243951199999998;;;;;;;
Butcher shop;+43 2236 41561;Radatz Fleischerei Mödling;0x476daf0bb1aeb0f5:0x29f2f14d74f55347;4.8;Brühler Str. 9, 2340 Mödling, Austria;ChIJ9bCusQuvbUcRR1P1dE3x8ik;59;undefined;39;https://lh5.googleusercontent.com/p/AF1QipNNCqxLeF2rFktE4_LKXcbWcY8gv-SM8sxzJ56Q=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0837473;16.2810746;In-store pick-up;;;;;;
Life insurance agency;+43 50 3506 9400;Wiener Verein Bestattungs- u. Versicherungsserviceges. mbH;0x4771de16648b01f5:0xbb4e205d0a794bec;4.6;Franz Josef-Straße 1, 8700 Leoben, Austria;ChIJ9QGLZBbecUcR7Et5Cl0gTrs;8;undefined;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tbrQuXCRVw-QB3B-PCb_lA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=198.97145&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Styria, Leoben;47.3818249;15.0937948;Wheelchair-accessible car park;;;;;;
Butcher shop;;Graf GmbH;0x477284430efb65f5:0xc794fcf5f07adabb;5;Herzogstraße 8, 3500 Krems an der Donau, Austria;ChIJ9WX7DkOEckcRu9p68PX8lMc;32;http://www.fleischerei-graf.at/;15;https://lh5.googleusercontent.com/p/AF1QipNj6DX0Pphgf6mzyVtcitZBiPl8KXEdJTkFcTp8=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.409929399999996;15.600393899999998;In-store pick-up;;;;;;
Drug store;+43 2732 85191;dm drogerie markt;0x4772844364225903:0xdca663d4e667672;3.7;Ob. Landstraße 11, 3500 Krems an der Donau, Austria;ChIJA1kiZEOEckcRcnZmTj1myg0;16;https://www.dm.at/store/a0l5/krems-an-der-donau/obere-landstrasse-11;46;https://lh5.googleusercontent.com/p/AF1QipOSfYJF2ol7DCp6BjvinCDAI6OSbRmFVtJsGOo1=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.410675;15.5989609;In-store pick-up;In-store shopping;Delivery;Same-day delivery;;;
Martial arts school;+43 660 9133003;YU-Taekwondo;0x476dcb5068305b6b:0x54c4da98a73da38a;5;Wr. Str. 32, 2700 Wiener Neustadt, Austria;ChIJa1swaFDLbUcRiqM9p5jaxFQ;6;http://www.yu-taekwondo.at/;79;;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8150736;16.244281;Wheelchair-accessible car park;;;;;;
Football club;+43 2622 29880;SC Wiener Neustadt;0x476dcba2f4be736b:0x9eae26c62bd519f5;3.8;Ferdinand-Graf-von-Zeppelin-Straße 10, 2700 Wiener Neustadt, Austria;ChIJa3O-9KLLbUcR9RnVK8Ymrp4;354;https://scwn08.at/;11;https://lh5.googleusercontent.com/p/AF1QipOJAp8o1MqKtv-KH5GAUZVAsd41L9ar_L3rYmre=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.841304799999996;16.2574062;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Dog trainer;+43 676 5369509;ÖGV local group Alt-Mödling e. V.;0x476dafacb76b8d6b:0x2f2597a14db2f3a0;4.7;Guntramsdorfer Str. 34, 2340 Mödling, Austria;ChIJa41rt6yvbUcRoPOyTaGXJS8;71;http://www.hundeschule-moedling.at/;18;https://lh5.googleusercontent.com/p/AF1QipPD_VWQHMPqH2EZm6gAFuu_zWqyaJ3tc3nqxaW2=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0705131;16.3020535;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
;;Klosterneuburg;0x476d0f1ee8c5976b:0x42256f8b4135baf1;;Austria;ChIJa5fF6B4PbUcR8bo1QYtvJUI;;http://www.klosterneuburg.at/;7;https://lh5.googleusercontent.com/p/AF1QipOxmzF18CUOlW6u2bn8CHYvHtauD7CRvtL8wl7C=w204-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.309865599999995;16.323771999999998;;;;;;;
Tourist information center;+43 5372 62207;Tourist-Infobüro Kufstein - Tourismusverband Kufsteinerland;0x4776393ebdf19f6b:0x7f2906268a9d69a2;4.4;Unterer Stadtpl. 11, 6330 Kufstein, Austria;ChIJa5_xvT45dkcRommdiiYGKX8;61;http://www.kufstein.com/;5;https://lh5.googleusercontent.com/p/AF1QipP8fBz5XKk4xszV25mjQan6i-gftBvgZLQ35HR8=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Kufstein;47.583242299999995;12.1688624;Online appointments;On-site services;;;;;
Insurance company;+43 50 3505 8800;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476e1f1ecffda769:0x388b99052d4a9462;;Mittergasse 4, 8600 Bruck an der Mur, Austria;ChIJaaf9zx4fbkcRYpRKLQWZizg;;https://www.wienerstaedtische.at/geschaeftsstellen.html;4;https://lh5.googleusercontent.com/p/AF1QipOt4rCh-0bguitZB2uPFbbt7wBGytzvPsXHSswn=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Styria, Kapfenberg;47.410015099999995;15.270360199999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
School;+43 2243 32155;BG/BRG Klosterneuburg;0x476d0f1e1db7c401:0x32ea6ea5503af52b;2.6;Buchberggasse 31, 3400 Klosterneuburg, Austria;ChIJAcS3HR4PbUcRK_U6UKVu6jI;59;https://bgklosterneuburg.ac.at/;14;https://lh5.googleusercontent.com/p/AF1QipMrSeCrnosoS9-lpue-FnC_92LMwEhDla6BgoNb=w187-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.303934299999995;16.3198005;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 50 3505 8900;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476e1e984b16fd69:0x5ed63153cbeede6c;4.8;Mariazellerstraße 1, 8605 Kapfenberg, Austria;ChIJaf0WS5gebkcRbN7uy1Mx1l4;8;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipO5sgTG7M2mjkrvW5QG7HA772DATHudEEamQSI=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Styria, Kapfenberg;47.443389499999995;15.289582099999999;Wheelchair-accessible car park;;;;;;
Indoor lodging;+43 699 41550303;Bed & Pool Wr. Neustadt;0x476dcbbe1b2c0001:0x6a97c06fa68f2177;5;Fischauer G. 27, 2700 Wiener Neustadt, Austria;ChIJAQAsG77LbUcRdyGPpm_Al2o;1;https://www.fischauergasse27.at/;56;https://lh5.googleusercontent.com/p/AF1QipO2f5VVYfZ_0auxlt3kpgTyhe3WGqXCSl9rXqXD=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8224723;16.2436142;;;;;;;
;+43 316 422;VGSAG;0x476e4aee28bc0001:0x9f530b649882752a;;Petersbergenstraße 11, 8042 Graz, Austria;ChIJAQC8KO5KbkcRKnWCmGQLU58;;http://www.vgsag.at/events/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ak-1Gp96-EjFIVppmRjX7Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=44.761307&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Graz;47.0563754;15.474955399999999;Wheelchair-accessible car park;;;;;;
Insurance agency;;Cllonau Vienna Insurance Group;0x476c37e807dcaafd:0xdf714205a50683ed;;Eisbachstraße, 7000 Eisenstadt, Austria;ChIJ_arcB-g3bEcR7YMGpQVCcd8;;undefined;9;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n4-pWHz0KTxAmVTmpBz5Lw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=347.06668&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Traiskirchen;47.830872199999995;16.5284186;;;;;;;
Train station;;Krems / Donau;0x47728469d4511a01:0xdfdee90f1197fd3b;4.1;3500 Krems an der Donau, Austria;ChIJARpR1GmEckcRO_2XEQ_p3t8;130;undefined;45;https://lh5.googleusercontent.com/p/AF1QipP62oYQXdUYDKsASd-GsgPRrXSZZoRJQKwiAdq_=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4091144;15.6048464;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;;
Motorcycle parts store;+43 2622 35030;Louis Wiener Neustadt - Motorradbekleidung und Motorradzubehör;0x476dcb18a0171569:0x2244b85cfee271aa;4.5;Stadionstraße 42, 2700 Wiener Neustadt, Austria;ChIJaRUXoBjLbUcRqnHi_ly4RCI;163;https://www.louis.at/de-at/filialen/louis-wiener-neustadt;44;https://lh5.googleusercontent.com/p/AF1QipNfRck7Ycehq4x-_ZclUQWKQjDsro-a1Cp4RkpO=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8305067;16.2470355;In-store pick-up;In-store shopping;Delivery;Same-day delivery;;;
Restaurant;+43 650 6202077;Vinzenz Pauli;0x477278bce4164769:0xb308eaa2ab2cb390;4.6;Alte Reichsstraße 11-13, 3100 St. Pölten, Austria;ChIJaUcW5Lx4ckcRkLMsq6LqCLM;597;http://www.vinzenzpauli.at/;1;https://lh5.googleusercontent.com/p/AF1QipMBbavUTKoDYfPpAKlz0pMfktX2MR0V6nLsOp1o=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.198988899999996;15.6124797;Outdoor seating;Takeaway;Dine-in;Delivery;;;
;;Traiskirchen;0x476db18e477a5701:0x40097572de622d0;;Austria;ChIJAVd6R46xbUcR0CLmLVeXAAQ;;http://www.traiskirchen.gv.at/;6;https://lh5.googleusercontent.com/p/AF1QipOZjzRhMdsKVQJX3ffuGJr_d1uieH1yMmQ0PUhw=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Traiskirchen;48.016043499999995;16.2939616;;;;;;;
Transportation service;+43 2742 359420;GO! Express & Logistics St. Pölten;0x476d8778814f5769:0xf252a2d113ec810e;5;Spratzerner Hauptstraße 39, 3100 St. Pölten, Austria;ChIJaVdPgXiHbUcRDoHsE9GiUvI;4;https://www.general-overnight.com/aut_de/unternehmen/stationen/st-poelten/ihr-go-team-st-poelten.html;9;https://lh5.googleusercontent.com/p/AF1QipNrSp3p22PrMXGBa0WVO4FTTfN8bfIsf1FzaaoU=w131-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Sankt Pölten;48.174119499999996;15.625363799999999;Wheelchair-accessible car park;;;;;;
Parking lot;;VIE - PA;0x476c55ac8dbe0f03:0x8252d37da68e6913;;Ausfahrtsstraße, 1300 Schwechat, Austria;ChIJAw--jaxVbEcRE2mOpn3TUoI;;undefined;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rlu6SoOwFHrJlTcj8kDnGw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=45.250877&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Schwechat;48.1224183;16.5668175;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 463 58189800;Carinthian regional mutual insurance;0x4770a34e97f81603:0x5cc9e4a2a3144a01;3.7;Neuer Pl. 25, 9800 Spittal an der Drau, Austria;ChIJAxb4l06jcEcRAUoUo6LkyVw;10;https://www.klv.at/;3;https://lh5.googleusercontent.com/p/AF1QipPjn8ywX9zlfCf99GYSjWpz7g2qRA1ayGoUgqc=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Carinthia, Spittal an der Drau;46.800685;13.49728;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Heritage preservation;;"Denkmal ""Elf Leichen""";0x476ddb1f94637869:0x1e2bca56674f9773;5;Mautweg, 2630, Austria;ChIJaXhjlB_bbUcRc5dPZ1bKKx4;2;undefined;2;https://lh5.googleusercontent.com/p/AF1QipPz54JhMaQN2ZR30RZmc1oRL6rI8fcsClqVC_Mm=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7296726;16.031158899999998;Good for kids;;;;;;
Insurance company;+43 50 3506 0400;Wiener Städtische Versicherung AG Vienna Insurance Group;0x477081da1243126b:0x63b7e1c31d53fb61;3.2;Moritschstraße 5, 9500 Villach, Austria;ChIJaxJDEtqBcEcRYftTHcPht2M;11;https://www.wienerstaedtische.at/geschaeftsstellen.html;1;https://lh5.googleusercontent.com/p/AF1QipMnwNj7en4G1TfdkXUAN8uyM7J8gSS8Ig2tSEsw=w80-h142-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Carinthia, Villach;46.6122918;13.846675399999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Vitamin & supplements store;+43 316 834600;Biogena Store Graz;0x476e4a82330b7369:0xb9004807adea0ded;4.6;Schießstattgasse 14, 8010 Graz, Austria;ChIJaXMLM4JKbkcR7Q3qrQdIALk;36;https://biogena.com/de-at/stores/biogena-store-graz_s_82696;4;https://lh5.googleusercontent.com/p/AF1QipNqT-NdiNTx0Rg3iOnKZ4EOa_yZ6O8nMKUcWXHG=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Graz;47.0648547;15.4459188;In-store pick-up;In-store shopping;;;;;
Insurance company;+43 50 330 330;DONAU Versicherung AG Mödling | Servicestelle;0x476daf036b752b03:0x7c4412ab2ea1a63a;3.9;Neudorfer Str. 8, 2340 Mödling, Austria;ChIJAyt1awOvbUcROqahLqsSRHw;10;https://www.donauversicherung.at/;2;https://lh5.googleusercontent.com/p/AF1QipNhnyL41X3e8AH27wQLjZkeL5a_EWkn5dNQ0bKz=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Mödling;48.0865732;16.3015872;Wheelchair-accessible car park;;;;;;
Theater company;+43 2236 42999;Stadttheater Mödling;0x476daf0bdfe7336b:0xb554876da71683b8;4.5;Babenbergergasse 5, 2340 Mödling, Austria;ChIJazPn3wuvbUcRuIMWp22HVLU;222;https://www.theaterzumfuerchten.at/StadttheaterMoedling/;29;https://lh5.googleusercontent.com/p/AF1QipOmbanC-I0YQIPjY5hTS-FOuUM5qTsnicXc9r_9=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.083939799999996;16.2838219;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Restaurant;+43 2236 26025;Schlosserei, ein Bierlokal;0x476daf0edc0d9807:0x6d057e29478881b0;4.4;Wehrgasse 4, 2340 Mödling, Austria;ChIJB5gN3A6vbUcRsIGIRyl-BW0;529;http://www.schlosserei.at/;9;https://lh5.googleusercontent.com/p/AF1QipMdV3smHCKadewaBa_KbndNu5Fml1RVGMBaQMS1=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.085714499999995;16.287952399999998;Outdoor seating;Kerbside pickup;Takeaway;Dine-in;Delivery;;
Train station;+43 2236 225010;Mödling;0x476daf05b29db16f:0x2d676ef5810dbbc0;4;Bahnhofpl. 10, 2340 Mödling, Austria;ChIJb7GdsgWvbUcRwLsNgfVuZy0;134;http://www.oebb.at/de/Services/Services_am_Bahnhof/Information_zum_Bahnhof/Bahnhof/index.jsp;5;https://lh5.googleusercontent.com/p/AF1QipPuupMFJiCnGCWd95jhjYxq9AfNa6Cudi37XvP7=w142-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0856265;16.2954176;Wheelchair-accessible car park;Wheelchair-accessible entrance;Wheelchair-accessible toilet;;;;
Technology park;+43 2243 90001140;xista science park;0x476d0dc337ddb807:0xda48548f5aaf15b8;4.7;Plöcking 1, 3400 Klosterneuburg, Austria;ChIJB7jdN8MNbUcRuBWvWo9USNo;18;http://www.xista-park.com/;8;https://lh5.googleusercontent.com/p/AF1QipNONrd4U07GVxm55-VJ9pgMLuwnKywTDkYUJQ9F=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3087452;16.2568977;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Winery;+43 664 88929493;Weingut Aigner;0x477284873602c807:0xfbb286c81fc1120a;4.3;Wr. Str. 131, 3500 Krems an der Donau, Austria;ChIJB8gCNoeEckcRChLBH8iGsvs;13;http://aigner-wein.at/;26;https://lh5.googleusercontent.com/p/AF1QipOWnEQHcf-yfEkO--e3iiRgq50cZaAyqFZtOyl-=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4192732;15.6313227;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Italian restaurant;+43 2622 22160;Vabene Trattoria;0x476dcb91d2a6c16f:0x84669fb50e368f6;4.4;Allerheiligenpl. 5, 2700 Wiener Neustadt, Austria;ChIJb8Gm0pHLbUcR9mjjUPtpRgg;730;https://vabene-trat.at/19906;7;https://lh5.googleusercontent.com/p/AF1QipPgimrCgi2uU5ieiEEz5XHR48pin9QDR8TIKCjP=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8127145;16.2422809;Outdoor seating;Kerbside pickup;No-contact delivery;Delivery;Takeaway;Dine-in;
College;+43 50 4211;City Campus der Fachhochschule Wiener Neustadt;0x476dcb0752abc507:0xab4bfa68dd92fd71;4.4;Schlögelgasse 22-26, 2700 Wiener Neustadt, Austria;ChIJB8WrUgfLbUcRcf2S3Wj6S6s;24;https://www.fhwn.ac.at/;29;https://lh5.googleusercontent.com/p/AF1QipOwQ-GDWKX7Fv-R6cl0qHpcMzrOP6a8bwdJqt0g=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8147601;16.2472057;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Supermarket;+43 59 9150 3375;BILLA;0x476dcb91f7c0b9fd:0xe40de9800c334bfa;4;Herzog-Leopold-Straße 27, 2700 Wiener Neustadt, Austria;ChIJ_bnA95HLbUcR-kszDIDpDeQ;416;https://www.billa.at/;71;https://lh5.googleusercontent.com/p/AF1QipN9mJEIjZG_4HndZqe0wds9ZV2oxoMBTFjYq_cB=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.813195799999995;16.2392127;In-store pick-up;Same-day delivery;;;;;
Bar;+43 5372 20629;Inner;0x477637503bcb0705:0x1792f194274cfc10;4.7;Südtiroler Pl. 1, 6330 Kufstein, Austria;ChIJBQfLO1A3dkcREPxMJ5Txkhc;283;http://inner.at/;4;https://lh5.googleusercontent.com/p/AF1QipMxPSeK2aRyl92U7h-C40FKBhz2BE4O7zo0QN9F=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Tyrol, Kufstein;47.5828943;12.166518199999999;Outdoor seating;Kerbside pickup;Takeaway;Dine-in;Delivery;;
Clothing store;+43 699 13541208;C&A;0x4772846310ad096d:0x4e88a5f2c20b2f72;4.2;Wr. Str. 91, 3500 Krems an der Donau, Austria;ChIJbQmtEGOEckcRci8LwvKliE4;128;https://www.c-and-a.com/at/de/shop;32;https://lh5.googleusercontent.com/p/AF1QipOamldbHzG61w1M19NrdLuOEV973qHOFUeTbj4h=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.416883999999996;15.6207917;In-store pick-up;Delivery;Same-day delivery;;;;
Supermarket;+43 59 9150 3538;BILLA;0x476ddbba61e1286d:0xdf8eb006ec5d5af2;4.1;Putzmannsdorfer Str. 9, 2630 Ternitz, Austria;ChIJbSjhYbrbbUcR8lpd7Aawjt8;143;https://www.billa.at/;21;https://lh5.googleusercontent.com/p/AF1QipPfRTDiA6ZZUOYlP_Issn7eu0wiGLTEJ0RGsN-k=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.6965505;16.0061162;In-store pick-up;;;;;;
Insurance company;+43 50 3505 3400;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476e7f10a9294a6d:0xe671a87fb76f0ca6;4.7;Hauptpl. 11, 2870 Aspang Markt, Austria;ChIJbUopqRB_bkcRpgxvt3-oceY;3;https://www.wienerstaedtische.at/geschaeftsstellen.html;4;https://lh5.googleusercontent.com/p/AF1QipPFWXjVN6O5Tjhfuvm-VBG6QCM_Qo3OZDldEXab=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Ternitz;47.554615299999995;16.0902826;Wheelchair-accessible car park;;;;;;
Youth organization;;Pfadfinder Mödling;0x476daf0daf321707:0xa719e671c2c8608a;4.9;Enzersdorfer Str. 23, 2340 Mödling, Austria;ChIJBxcyrw2vbUcRimDIwnHmGac;8;https://www.pfadfinder-moedling.at/;31;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I5-jIS4xt0bi755j0IYj8Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=258.9848&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.088554699999996;16.2834303;Wheelchair-accessible car park;;;;;;
Harley-Davidson dealer;+43 316 258173;Clocktower Harley-Davidson Graz;0x476e354f83712307:0xbd16c41aa727278b;4.6;Kärntner Str. 173, 8053 Graz, Austria;ChIJByNxg081bkcRiycnpxrEFr0;1363;https://www.hdgraz.at/;5;https://lh5.googleusercontent.com/p/AF1QipPeVno-kVQgZ7FAf7wlvfmM0GvxH2rFyE0VX1uu=w122-h92-k-no;Motorcycle company with gear & more. Chain selling the motorcycle brand's signature apparel & more. Some branches carry bikes & parts.. . t;@40.7455096,-74.0083012,14z;vig in AT, Styria, Graz;47.0445859;15.414841699999998;In-store pick-up;;;;;;
Winemaking supply store;+43 2732 85833;Pro Vino Handels-GmbH;0x4772844649f42a07:0xbe3dd425697a4c4a;4.7;Austraße 86, 3512 Mautern an der Donau, Austria;ChIJByr0SUaEckcRSkx6aSXUPb4;61;http://www.provino.at/;65;https://lh5.googleusercontent.com/p/AF1QipMamd6GFIXZ83WrPFvYGccWh8qRu-NACIj1BbY1=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.397043599999996;15.595360399999999;Delivery;In-store pick-up;Same-day delivery;;;;
Kebab shop;+43 2236 869538;Mr Kebap;0x476daf05097ef607:0xebd0ea13be483a4f;3.9;Hauptstraße 2, 2340 Mödling, Austria;ChIJB_Z-CQWvbUcRTzpIvhPq0Os;366;https://mrkebap.at/;33;https://lh5.googleusercontent.com/p/AF1QipO_ymynkohaNI7MK45US2leHREpZblC2krifBB9=w124-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.086583399999995;16.2946304;No-contact delivery;Delivery;Takeaway;Dine-in;;;
Supermarket;+43 2622 65407;EUROSPAR;0x476dcbbb9bc65073:0xfa77ad4f0793a9a6;4.3;Stadionstraße 11, 2700 Wiener Neustadt, Austria;ChIJc1DGm7vLbUcRpqmTB0-td_o;642;https://www.spar.at/standorte/eurospar-wiener-neustadt-2700-stadionstrasse-11;67;https://lh5.googleusercontent.com/p/AF1QipNVko6758j4Yb9S64cuDsQDaU5bPsxBALj5UCul=w163-h92-k-no;Local standby for groceries & meals. Convenience store chain selling groceries, beer, wine & ready meals, including own-label products.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8263829;16.2503891;In-store pick-up;;;;;;
Fitness center;+43 50 5012 2700;clever fit Wiener Neustadt Gym;0x476dcbbb9bc65073:0xb5906a3de1c3fbbf;4.8;Pottendorfer Str. 39, 2700 Wiener Neustadt, Austria;ChIJc1DGm7vLbUcRv_vD4T1qkLU;1440;https://www.clever-fit.com/de-AT/fitnessstudio-in-der-naehe/wiener-neustadt/;37;https://lh5.googleusercontent.com/p/AF1QipN6GW1WJCRnURQSO7RbNMg6dQZqHnJATmXRyyrQ=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8260521;16.250782;On-site services;Online classes;;;;;
