type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2
Insurance agency;+43 512 908814;UNIQA GeneralAgentur Cabar Necip;0x479d6be017727bad:0x29b7a65ed0964200;4.8;Fritz-Konzert-Straße 4, 6020 Innsbruck, Austria;ChIJrXtyF-BrnUcRAEKW0F6mtyk;4;https://www.uniqa-cabar.at/;17;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AxvLMo5zyH0akwslfAcNLA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=232.05579&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Tyrol, Innsbruck;47.2557215;11.3961311;Wheelchair-accessible car park;;
Insurance agency;+43 664 88115838;Uniqa Partneragent Christoph Lehner;0x4773898904d6d74b:0x2e1cb78f18f777dc;;Wögern 16/2, 4074 Stroheim, Austria;ChIJS9fWBImJc0cR3Hf3GI-3HC4;;http://www.uniqa-versfox.at/;63;https://lh5.googleusercontent.com/p/AF1QipOfaU1PBHfu1Whu0g8chO0YIXMtfcpNM5ANLkaa=w375-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.3508247;13.9308144;Online appointments;On-site services;
Insurance agency;+43 1 5139613;UNIQA GeneralAgentur Herf Michael GmbH;0x476d07b6aed8e14b:0x2f21c915f98b5d97;5;Bäckerstraße 7/Top 6, 1010 Wien, Austria;ChIJS-HYrrYHbUcRl12L-RXJIS8;3;https://www.herf.at/;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=28kpV7qYjpRxFcrcyETT8Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=3.725152&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2092726;16.3759136;;;
Insurance agency;+43 512 280160;UNIQA GeneralAgentur VAI - Reindl, Fluch & Valle OG;0x479d6b3fb4bd5c49:0x677044b0c2c8abea;4.8;Fischnalerstraße 12, 6020 Innsbruck, Austria;ChIJSVy9tD9rnUcR6qvIwrBEcGc;14;https://www.uniqa-reindl-fluch.at/;6;https://lh5.googleusercontent.com/p/AF1QipMoZjlDDRElIGnrhXC4BKYG-Spli67BkJEMJaOm=w92-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Tyrol, Innsbruck;47.2623736;11.3797202;;;
Insurance company;+43 664 1929688;UNIQA GeneralAgentur Team Linz Urfahr & Kfz Zulassungsstelle;0x47739979b4a3114b:0x17853dcebd2e9234;4.9;Wildbergstraße 10, 4040 Linz, Austria;ChIJSxGjtHmZc0cRNJIuvc49hRc;25;https://www.uniqa-linz-urfahr.at/;1;https://lh5.googleusercontent.com/p/AF1QipO3EHaqPVh6AEIrj60i2hEfeYAaTZnDeclvwrkx=w142-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.3136848;14.286483299999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 1 4841900;UNIQA GeneralAgentur Walter Meidl | keine Kfz Zulassungsstelle;0x476d086e97fd20b3:0x9ae43e112dd48762;4.8;Kainzgasse 19/Top 3, 1170 Wien, Austria;ChIJsyD9l24IbUcRYofULRE-5Jo;8;https://www.uniqa-walter-meidl.at/;14;https://lh5.googleusercontent.com/p/AF1QipNrnClKJn4bJueMGaJqku7cKE_FPNCq96cOn1tv=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.22493;16.3108219;;;
Insurance agency;+43 664 1066116;UNIQA GeneralAgentur Rajal Oliver;0x47730b0730992ab3:0x2426f53d2f318b51;;Industriestraße 6, 4240 Freistadt, Austria;ChIJsyqZMAcLc0cRUYsxLz31JiQ;;https://www.uniqa.at/;25;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yy4BaGn-_4dEFqVYQzS-uQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=130.98557&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.49756;14.499845299999999;Wheelchair-accessible car park;;
Insurance agency;+43 1 9971135;UNIQA GeneralAgentur Löhlein GesmbH;0x476d07f44572e6b5:0xbb0ac8d68e86f279;5;Schöpfleuthnergasse 2/16/R01, 1210 Wien, Austria;ChIJteZyRfQHbUcRefKGjtbICrs;1;https://www.uniqa.at/;18;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r90rASzKtskwbNxzDzMPlQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=131.86615&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2529696;16.3958813;;;
Insurance agency;+43 664 1618540;UNIQA Generalagentur Scheinecker VersicherungsAgentur KG;0x4773f2f329d5f7b7:0xedee8b04ee992e5e;4.4;Ertlstraße 6, 4600 Wels, Austria;ChIJt_fVKfPyc0cRXi6Z7gSL7u0;7;undefined;3;;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Wels;48.1650512;14.0476642;Wheelchair-accessible car park;;
Insurance agency;+43 662 829938;P & E WEISS;0x4776910119a9184d:0x19dd3cd3ea6934ac;5;Eduard-Macheiner-Straße 9, 5020 Salzburg, Austria;ChIJTRipGQGRdkcRrDRp6tM83Rk;2;http://www.vb-weiss.at/;13;;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Salzburg;47.7713129;13.0394784;;;
Insurance agency;+43 650 6344510;UNIQA GeneralAgentur Gregor Aspernig & Kfz-Zulassungsstelle;0x4770754b6caee4b7:0xaade11493ffd5198;;Wr. G. 11/4.Stock, 9020 Klagenfurt am Wörthersee, Austria;ChIJt-SubEt1cEcRmFH9P0kR3qo;;https://www.uniqa-aspernig.at/;14;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gP0QBPpCxcXOFb0kDlmptw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=299.9262&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Carinthia, Klagenfurt am Wörthersee;46.6262828;14.3080942;Wheelchair-accessible car park;;
Insurance agency;+43 664 3011455;UNIQA GeneralAgentur Peer Rupert;0x479d6bcc6ae75d4d:0x88f8994b308ba05c;4.8;Innsbrucker Str. 4, 6161 Natters, Austria;ChIJTV3nasxrnUcRXKCLMEuZ-Ig;4;https://www.uniqa-pluspunkt.at/;17;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wZkJitKf3ypBTzoMB26Bfw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=143.53107&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.2342528;11.3758679;Wheelchair-accessible car park;;
Insurance agency;+43 5376 20096;UNIQA GeneralAgentur Gruber Hannes;0x477631784763a4bb:0x8d386ba38e4403ec;;Breiten 24, 6335 Vorderthiersee, Austria;ChIJu6RjR3gxdkcR7ANEjqNrOI0;;https://www.uniqa.at/versicherung/cms/betreuer/visitenkarte.html;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o8lBF-SqwZVgf24-TOheiw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=341.62607&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Kufstein;47.593618;12.128708999999999;Wheelchair-accessible car park;;
Tourist attraction;+43 1 2117500;UNIQA Tower;0x476d070a3916b453:0xa874c80ba567f80a;4.4;Untere Donaustraße 21, 1020 Wien, Austria;ChIJU7QWOQoHbUcRCvhnpQvIdKg;506;https://www.uniqa.at/;39;https://lh5.googleusercontent.com/p/AF1QipMhc0_lBtTHqC7W0AXbE-Wq8ilurjh3MZlDB6mg=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2130143;16.3837209;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 732 922223130;UNIQA Kfz-Zulassungsstelle AVEG Linz-Leonding;0x4773979e827fdabb:0xe979e6f65016b019;4.9;Salzburger Str. 286, 4060 Leonding, Austria;ChIJu9p_gp6Xc0cRGbAWUPbmeek;16;https://www.uniqa.at/versicherung/kfz/kfz-zulassung-zulassungsstellen.html;9;https://lh5.googleusercontent.com/p/AF1QipOaoJ555aDSCnx-4UVi_krYJKX-BvVH7gNmWCCn=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Upper Austria, Linz;48.2513098;14.271941199999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 2252 70659;UNIQA GeneralAgentur Pichler Kurt;0x476db17ed3f7a2b9:0x2c4915d79a0c760a;;Gürtelgasse 5, 2540 Bad Vöslau, Austria;ChIJuaL3036xbUcRCnYMmtcVSSw;;https://www.uniqa.at/;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4L6s-gY73Iwb9KRFMF6vCA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=173.14503&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.976099999999995;16.21258;Wheelchair-accessible car park;;
Insurance agency;+43 732 775326;UNIQA GeneralAgentur Holzbauer & Kfz Zulassungsstelle;0x4773999d7e4ea551:0x56000e418ab3a83e;4.7;Freistädter Str. 313/315, 4040 Linz, Austria;ChIJUaVOfp2Zc0cRPqizikEOAFY;25;https://www.holzbauer-versicherung.at/;5;https://lh5.googleusercontent.com/p/AF1QipNOSLvvFKIeKlitV776NVemkZmypCfKqR4gEDYP=w138-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Upper Austria, Linz;48.329618499999995;14.3193805;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 512 345051;UNIQA Team Tirol mit Zulassungsstelle;0x479d692e056249fd:0xb4611da197a67242;5;Grabenweg 68, 6020 Innsbruck, Austria;ChIJ_UliBS5pnUcRQnKml6EdYbQ;22;http://www.teamtirol.com/;3;https://lh5.googleusercontent.com/p/AF1QipPRTn4HE5GIm-Uo7IdzkCY8WaVY6_-UD8Dx1z35=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Tyrol, Innsbruck;47.264843;11.439577;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 1 213335341;UNIQA GeneralAgentur Ecker & Ecker GmbH;0x476d07cbfc4707b9:0xf92427c56b2e0bb8;3.8;Nußdorfer Str. 64, 1090 Wien, Austria;ChIJuQdH_MsHbUcRuAsua8UnJPk;5;https://www.uniqa-ecker.at/;28;https://lh5.googleusercontent.com/p/AF1QipNxGPiERyY-KMG3VIy-z3AIt_bVKIAwy3epDzSU=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.228334;16.355093;;;
Insurance agency;+43 512 283171;UNIQA GeneralAgentur Team 6 OG & Kfz Zulassungsstelle;0x479d6b0a3e8f0053:0xdb62421d1d209184;4.3;Fürstenweg 20, 6020 Innsbruck, Austria;ChIJUwCPPgprnUcRhJEgHR1CYts;17;https://www.uniqa-team6.at/;10;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tCNwsEZNtXCwGM5ecMiWKA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=352.28638&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.264724799999996;11.3797853;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 1 2805366;UNIQA GeneralAgentur Thomas Rott;0x476d014d30757151:0x3c460d1392dfaadd;5;Stadlauer Str. 39/Top 13, 1220 Wien, Austria;ChIJUXF1ME0BbUcR3arfkhMNRjw;4;https://www.uniqa-rott.at/;19;https://lh5.googleusercontent.com/p/AF1QipMagM4x_bwpcPD0R7GYsV8-QEqMKpI9fBxiPNAt=w92-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2312635;16.4574613;;;
Insurance agency;+43 2984 66110;UNIQA GeneralAgentur Grafinger Vers. GmbH;0x4773b7445dc23c53:0xecfdadfec5a6464f;;Langenharterstraße 7, 4300 St. Valentin, Austria;ChIJUzzCXUS3c0cRT0amxf6t_ew;;https://www.grafingerundpartner.at/;56;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zqze_wKPb9suhtN6IOUKqQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=140.95175&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.173221899999994;14.522610799999999;Wheelchair-accessible car park;;
Insurance agency;+43 732 661733;UNIQA GeneralAgentur Priglinger & Mildner OG;0x477397518e985efd:0xdf03e2fe1cba13cf;5;Europaplatz 5/NG, 4020 Linz, Austria;ChIJ_V6YjlGXc0cRzxO6HP7iA98;2;https://www.uniqa-priglinger-mildner.at/;6;https://lh5.googleusercontent.com/p/AF1QipPpEIjEwv0mA0JqWPyaYc4emTXCBg4S8nh6J8Cg=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Upper Austria, Linz;48.2994761;14.3036745;Wheelchair-accessible car park;;
Insurance agency;+43 664 88916512;UNIQA GeneralAgentur Mendl e.U.;0x4773f3dfed17cdbd:0xd3d4bdb5fbc0b63d;5;Grieskirchner Str. 72k, 4600 Wels, Austria;ChIJvc0X7d_zc0cRPbbA-7W91NM;1;https://www.uniqa-mendl.at/;4;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=buchqrkpqX38Tc7Mlus30Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=62.298767&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Wels;48.1772844;14.021658599999999;Wheelchair-accessible car park;;
Insurance agency;+43 7612 88200;UNIQA GeneralAgentur top3 OG;0x4773ff6ed93dd8bd:0xd5ede6f018212b0e;5;Marktstraße 1, 4813 Altmünster am Traunsee, Austria;ChIJvdg92W7_c0cRDishGPDm7dU;3;https://www.uniqa-top3.at/;65;https://lh5.googleusercontent.com/p/AF1QipPY-bn_vx2-j9kFhZvnfd9GMlvfEcnEQ00ac-Jq=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.901140299999994;13.7665688;Wheelchair-accessible car park;;
Insurance agency;+43 1 7109591;UNIQA GeneralAgentur Wien-International;0x476d07ad77010955:0xc6be9a902caa1ce8;4.7;Rennweg 13, 1030 Wien, Austria;ChIJVQkBd60HbUcR6ByqLJCavsY;15;https://www.uniqa-wien-international.at/;2;https://lh5.googleusercontent.com/p/AF1QipNLmmRsbNUAZS7TXuXKdXg5d1N6J09yT7EClKzL=w80-h104-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.1972374;16.38034;Wheelchair-accessible entrance;;
Insurance agency;+43 676 6551820;UNIQA GeneralAgentur Lehner Sebastian;0x4773b3f144c14155:0xf1d75fb89de39927;5;Bundesstr. 9/4, 4341 Arbing, Austria;ChIJVUHBRPGzc0cRJ5njnbhf1_E;4;undefined;44;https://lh5.googleusercontent.com/p/AF1QipPL5blqNto4pfTaIxQh9iM2Uq__yD5f_K1RU8ob=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.2285359;14.700363399999999;Wheelchair-accessible car park;;
;;Uniqua;0x47769022a2455555:0x907121eec61d833;;Innsbrucker Bundesstraße 140, 5020 Salzburg, Austria;ChIJVVVFoiKQdkcRM9hh7B4SBwk;;undefined;11;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AohpHPoI-jxdgCQ143ixPw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=210.54022&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Salzburg;47.7983015;13.0065609;;;
Insurance agency;+43 1 250961810;Uniqa Versicherungen AG;0x479d6949fc955555:0xfe290f41765c70e7;5;Andechsstraße 81, 6021 Innsbruck, Austria;ChIJVVWV_ElpnUcR53BcdkEPKf4;1;https://www.uniqa.at/versicherung/cms/services/uniqa_vor_ort/UNIQA_vor_Ort.de.html;11;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qrCFXT5BOEpbLPxWp9Zosw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=311.5231&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.2660196;11.4264999;Wheelchair-accessible car park;;
Insurance agency;+43 2628 62661;Uniqa;0x476dc9fed8db00bf:0x5aeb27763208f60a;;Hauptstraße 50, 2603 Felixdorf, Austria;ChIJvwDb2P7JbUcRCvYIMnYn61o;;undefined;13;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5k3t92ws6rm65x5206awwg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=145.0187&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.8794196;16.238577499999998;Wheelchair-accessible car park;;
Insurance agency;+43 4242 52279;UNIQA GeneralAgentur Fuhrmann Harald KG;0x477a7f881ba368bd:0xc491bcef3982955f;4.8;Heizhausstraße 60, 9500 Villach, Austria;ChIJvWijG4h_ekcRX5WCOe-8kcQ;12;https://www.uniqa-fuhrmann.at/;2;https://lh5.googleusercontent.com/p/AF1QipNkl8tJvsbmnCgM9NlUqdtJRJuMCPgaVHu7WLqv=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Villach;46.600513799999995;13.8359866;Wheelchair-accessible car park;;
Insurance agency;+43 7582 52195;UNIQA GeneralAgentur Mitterbauer & Partner;0x4773dfd00ed78dbd:0x4bfc4d9893323b7c;4.9;Bader-Moser-Straße 19, 4563 Micheldorf, Austria;ChIJvY3XDtDfc0cRfDsyk5hN_Es;7;https://www.mitterbauer-partner.at/;59;https://lh5.googleusercontent.com/p/AF1QipNpqtNe-aOL_wkBAgKOIpVi-BGTg6cT0icXIdHZ=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.875569999999996;14.12905;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;;Uniqa General Agenturen;0x477074995fdb82c3:0xb56bf07f20ee3323;;Karfreitstraße, 9020 Innere Stadt, Austria;ChIJw4LbX5l0cEcRIzPuIH_wa7U;;undefined;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0EWCHRmpnKFPGBmNMKw5kA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=61.90368&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Klagenfurt am Wörthersee;46.6210546;14.3086168;Wheelchair-accessible car park;;
Insurance agency;+43 662 875292;UNIQA GeneralAgentur In Fidem - Salzburg OG;0x47769a6311351459:0xd98617ae44e7a0c9;;Bachstraße 68, 5023 Salzburg, Austria;ChIJWRQ1EWOadkcRyaDnRK4Xhtk;;https://www.uniqa-va-in-fidem-salzburg-og.at/;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zrg-WNByUeW1evyR8wBRyg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=61.38895&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Salzburg;47.8237898;13.064901299999999;Wheelchair-accessible car park;;
Insurance company;+43 316 782;Uniqa Landesdirektion Steiermark;0x476e357676203fc1:0x536feb5eb5f4f874;3.7;Annenstraße 36-38, 8020 Graz, Austria;ChIJwT8gdnY1bkcRdPj0tV7rb1M;44;https://servicecenter.uniqa.at/graz/de/;1;https://lh5.googleusercontent.com/p/AF1QipOYr4tlZegmFBZvEddSJHRmxXjexrBpMGduDgPf=w80-h172-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Graz;47.0713684;15.4258551;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 316 721000;UNIQA GeneralAgentur MBM Versicherungsagentur;0x476e4b84294428c3:0x4c105e570c6ad5ae;5;St. Peter Hauptstraße 208, 8042 Graz, Austria;ChIJwyhEKYRLbkcRrtVqDFdeEEw;2;https://www.uniqa-mbm.at/;4;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D30I4ZvPX7y3u73tznVclg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=243.5341&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Styria, Graz;47.0451894;15.4858902;Wheelchair-accessible car park;;
Insurance agency;+43 5572 208572;UNIQA GeneralAgentur Kiesenebner & Partner;0x479b6b95ce6152c7:0x40740a8bfad7c3f0;4.1;Vordere Achmühlerstraße 23a, 6850 Dornbirn, Austria;ChIJx1JhzpVrm0cR8MPX-osKdEA;54;https://www.uniqa-kiesenebner.at/;5;https://lh5.googleusercontent.com/p/AF1QipMCM_q-Fc-Jc4G7gkdQABTW2Ey_QprzsLlQBAM4=w130-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Dornbirn;47.405296;9.7491265;Wheelchair-accessible car park;;
Insurance agency;+43 7448 21802;UNIQA GeneralAgentur Spann Alois;0x4772369465a953c7:0xad3c0cb106bf28d9;4.7;1.Straße 56 2, 3331 Kematen an der Ybbs, Austria;ChIJx1OpZZQ2ckcR2Si_BrEMPK0;10;https://www.uniqa-alois-spann.at/;76;https://lh5.googleusercontent.com/p/AF1QipMxTLPH_ZWkPcf3HWRgJ_pWMdPkNWiYxA4hA0lo=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.0293377;14.7722044;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 5572 23807;UNIQA ServiceCenter Dornbirn;0x479b6b4c6b7860c7:0x95f826af23a4c93a;4.5;Riedgasse 2, 6850 Dornbirn, Austria;ChIJx2B4a0xrm0cROsmkI68m-JU;10;https://www.uniqa.at/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KKO-NgQynDLbnQLzqsyPFQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=76.61886&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Dornbirn;47.41444;9.742501299999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 676 4561858;UNIQA GeneralAgentur Ungur;0x476dab3f1a1fa2c7:0x5038ac88c65cd0ab;5;Himberger Str. 2-4/2/1, 2320 Schwechat, Austria;ChIJx6IfGj-rbUcRq9BcxoisOFA;10;https://www.uniqa-ungur.at/;38;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K6VbxUA410hJg10RnX-AbQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=221.25107&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.1387564;16.475875;Wheelchair-accessible car park;;
Insurance agency;+43 676 5953666;UNIQA Agentur Dornbirn;0x479b1356a7c5d3c5:0xc4537f9291e254d7;4.8;Hirtenweg 4, 6850 Dornbirn, Austria;ChIJxdPFp1YTm0cR11TikZJ_U8Q;41;http://www.uniqa-andrej-partner.at/;2;https://lh5.googleusercontent.com/p/AF1QipO51NIDtiSYveMWBuAvF1cyeJvt0C2Ne1eZ4z28=w183-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Dornbirn;47.4101692;9.7213014;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 699 14619130;UNIQA GeneralAgentur AGENTA - POPP & Kfz Zulassungsstelle;0x4773f77c09481dc5:0xa3a416bf68b40f3b;4.9;Maximilian-Pagl-Straße 5, 4651 Stadl-Traun, Austria;ChIJxR1ICXz3c0cROw-0aL8WpKM;14;https://www.uniqa-popp.at/;43;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sqIa5UVX-uU6P18qniatjA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=203.4823&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.0855763;13.8716589;Online appointments;On-site services;
Insurance agency;+43 2236 893937;UNIQA GeneralAgentur SQADRA;0x476daf05b7248ac5:0x9d4d55bd9b9156be;5;Bahnhofpl. 3, 2340 Mödling, Austria;ChIJxYoktwWvbUcRvlaRm71VTZ0;9;https://www.uniqa.at/;2;https://lh5.googleusercontent.com/p/AF1QipO1ELM9OknaBo1cWFb4o1utODcsRCote8oPYNKU=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Mödling;48.0854218;16.294613599999998;Wheelchair-accessible car park;;
Insurance agency;+43 7722 64660;UNIQA GeneralAgentur Berschl;0x477435318d55fecb:0xeca082e013bfbfd3;5;Palmstraße 15, 5280 Braunau am Inn, Austria;ChIJy_5VjTE1dEcR07-_E-CCoOw;50;https://www.uniqa-berschl.at/;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pNAGIu_t2O4pXuEMAQuJlQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=105.49163&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Braunau am Inn;48.2583272;13.0367301;Wheelchair-accessible car park;;
Insurance agency;+43 6582 72153;UNIQA Generalagentur Herzog & Partner;0x4776e35b1389b361:0x4aaba172b8e1fe3b;4.5;Leogangerstraße 23, 5760 Saalfelden am Steinernen Meer, Austria;ChIJYbOJE1vjdkcRO_7huHKhq0o;8;https://www.uniqa-herzog-partner.at/;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LXVsS1zO9IsZRJAW7n-LgA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=145.88026&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Saalfelden am Steinernen Meer;47.429122199999995;12.8424883;Wheelchair-accessible car park;;
Insurance agency;+43 670 3509619;UNIQA GeneralAgentur Königsdorfer & Kfz Zulassungsstelle;0x47747df9f16eb561:0xbf73907c8bd1d6ef;4.7;Falkensteinstraße 1, 4142 Hofkirchen im Mühlkreis, Austria;ChIJYbVu8fl9dEcR79bRi3yQc78;15;https://www.versicherung-koenigsdorfer.at/;37;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aiMyuByKo5X0Sph-lz9V6Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=189.24393&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.4847399;13.8069373;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 7562 20577;UNIQA GeneralAgentur Regional GmbH & Kfz Zulassungsstelle;0x47717b1a70eed8c9:0xf64dfaf64a8992a9;4;Schulstraße 14, 4580 Windischgarsten, Austria;ChIJydjucBp7cUcRqZKJSvb6TfY;2;https://www.regionalversicherung.at/;50;https://lh5.googleusercontent.com/p/AF1QipPb_UQyFI5_z6KrC2cmKgJA9e_bHEuP0H09rDBI=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;47.720852799999996;14.327115899999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
